run,prediction_path,prediction_line,prediction_id,ground_truth_found,question,pred_answer,prediction_time_taken,ground_truth_id,ground_truth_qtype,ground_truth_tags,ground_truth_answer,answer_token_precision,answer_token_recall,answer_token_f1,gt_entity_total,gt_entity_covered,gt_entity_coverage,missing_gt_entities,bertscore_precision,bertscore_recall,bertscore_f1,llm_completeness,llm_faithfulness,llm_relevance,llm_understanderbility,nli_entailment_max,nli_pairs_scored,nli_best_premise,nli_best_hypothesis,numeric_ground_truth_count,numeric_predicted_count,numeric_accuracy
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,102,gt_101,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 ?
",The number of output for kg_info associated with the execution http://testwebsite/testProgram#id_20260420105727_300 is 3.,118.74123637902085,gt_101,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info
http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info
    ",0.8421052631578947,0.38095238095238093,0.5245901639344263,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info""]",0.918983519077301,0.8662660121917725,0.8918464183807373,0.5,0.0,1.0,0.8,0.2771228551864624,1,The number of output for kg_info associated with the execution http://testwebsite/testProgram#id_20260420105727_300 is 3.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info",2,3.0,0.0
grasp,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/grasp/exp_202604201325/RESULTS.jsonl,103,gt_102,True,"
what is the number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 ?
",The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1.,78.25293238798622,gt_102,"[""multi"", ""numeric""]",{},"
    The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer
    ",1.0,0.6764705882352942,0.8070175438596492,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer""]",0.9478945732116699,0.9057108759880066,0.9263226985931396,1.0,1.0,1.0,0.8,0.8206945061683655,1,The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1.,"Question: what is the number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 ?
Answer: The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer",1,1.0,1.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,1,gt_0,True,"
How many unique ""experiment execution"" are there in this?
",The closest grounded entity is Execution.,0.20300970308016986,gt_0,"[""multi"", ""numeric""]",{},The answer to the question is 15 unique executions.,0.3333333333333333,0.2222222222222222,0.26666666666666666,15,0,0.0,"[""system_prompt_execution_1_1@en^^<xsd:string>"", ""llm_chat_1_1@en^^<xsd:string>"", ""information_extraction_1_1@en^^<xsd:string>"", ""sparql_query_1_1_2@en^^<xsd:string>"", ""sparql_query_1_1_1@en^^<xsd:string>"", ""sparql_query_1_1_3@en^^<xsd:string>"", ""sparql_query_1_1_4@en^^<xsd:string>"", ""sparql_query_1_1_5@en^^<xsd:string>"", ""sparql_query_1_1_6@en^^<xsd:string>"", ""sparql_query_1_1_7@en^^<xsd:string>"", ""sparql_query_1_1_8@en^^<xsd:string>"", ""sparql_query_1_1_9@en^^<xsd:string>"", ""sparql_query_1_1_10@en^^<xsd:string>"", ""sparql_query_1_1_11@en^^<xsd:string>"", ""post_processing_1_1@en^^<xsd:string>""]",0.7798012495040894,0.8699667453765869,0.8224201202392578,0.0,0.0,0.2,0.8,0.0015504357870668173,1,The closest grounded entity is Execution.,"Question: How many ""experiment execution"" are there in this?
Answer: The answer to the question is 15 unique executions.",15,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,89,gt_88,True,"
what is the number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 ?
","The closest grounded workflow step is Query Result Post-Processor (post processing 1 1); used ChatBS-NexGen:id_20260420105727_995, row 1; generated ChatBS-NexGen:id_20260420105727_995, post processed output, row 1.",0.5035828900290653,gt_88,"[""multi"", ""numeric""]",{},"
    The number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output
    ",0.36363636363636365,0.3333333333333333,0.34782608695652173,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output""]",0.7963079214096069,0.839489221572876,0.8173286318778992,0.2,0.1,0.8,0.4,0.6289643049240112,1,"The closest grounded workflow step is Query Result Post-Processor (post processing 1 1); used ChatBS-NexGen:id_20260420105727_995, row 1; generated ChatBS-NexGen:id_20260420105727_995, post processed output, row 1.","Question: what is the number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 ?
Answer: The number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output",1,1.0,1.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,90,gt_89,True,"
what is the number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 ?
",The system prompt was produced by the LLM Chat execution and then used by LLM Chat to produce generated answer.,0.42663193901535124,gt_89,"[""multi"", ""numeric""]",{},"
    The number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105652_456-system_prompt
    ",0.25,0.16666666666666666,0.2,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105652_456-system_prompt""]",0.8017738461494446,0.7896086573600769,0.7956447601318359,0.0,0.0,0.2,0.8,0.1246904656291008,1,The system prompt was produced by the LLM Chat execution and then used by LLM Chat to produce generated answer.,"Question: what is the number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 ?
Answer: The number of output for the System Prompt in the execution http://testwebsite/testProgram#id_20260420105652_650 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105652_456-system_prompt",1,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,91,gt_90,True,"
what is the number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 ?
",The closest grounded entity is Extracted Entities.,0.5032756680157036,gt_90,"[""multi"", ""numeric""]",{},"
    The number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 is 11

    Output Data
http://testwebsite/testProgram#Data-id_20260420105703_198-extracts
http://testwebsite/testProgram#Data-id_20260420105703_218-extracts
http://testwebsite/testProgram#Data-id_20260420105703_51-extracts
http://testwebsite/testProgram#Data-id_20260420105703_661-extracts
http://testwebsite/testProgram#Data-id_20260420105703_678-extracts
http://testwebsite/testProgram#Data-id_20260420105703_693-extracts
http://testwebsite/testProgram#Data-id_20260420105703_757-extracts
http://testwebsite/testProgram#Data-id_20260420105703_886-extracts
http://testwebsite/testProgram#Data-id_20260420105703_891-extracts
http://testwebsite/testProgram#Data-id_20260420105704_531-extracts
http://testwebsite/testProgram#Data-id_20260420105704_782-extracts
    ",0.5714285714285714,0.03669724770642202,0.06896551724137931,11,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105703_198-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_218-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_51-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_661-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_678-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_693-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_757-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_886-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105703_891-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105704_531-extracts"", ""http://testwebsite/testProgram#Data-id_20260420105704_782-extracts""]",0.8061333298683167,0.704615592956543,0.7519636154174805,0.0,0.0,0.2,0.8,0.11056486517190933,1,The closest grounded entity is Extracted Entities.,"Question: what is the number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 ?
Answer: The number of output for the Extracted Entities in the execution http://testwebsite/testProgram#id_20260420105703_307 is 11 Output Data http://testwebsite/testProgram#Data-id_20260420105703_198-extracts http://testwebsite/testProgram#Data-id_20260420105703_218-extracts http://testwebsite/testProgram#Data-id_20260420105703_51-extracts http://testwebsite/testProgram#Data-id_20260420105703_661-extracts http://testwebsite/testProgram#Data-id_20260420105703_678-extracts http://testwebsite/testProgram#Data-id_20260420105703_693-extracts http://testwebsite/testProgram#Data-id_20260420105703_757-extracts http://testwebsite/testProgram#Data-id_20260420105703_886-extracts http://testwebsite/testProgram#Data-id_20260420105703_891-extracts http://testwebsite/testProgram#Data-id_20260420105704_531-extracts http://testwebsite/testProgram#Data-id_20260420105704_782-extracts",11,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,92,gt_91,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 ?
",The closest grounded entity is Output port for kg_info.,0.49789532006252557,gt_91,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105705_232-kg_info
http://testwebsite/testProgram#Data-id_20260420105705_670-kg_info
    ",0.7,0.16666666666666666,0.2692307692307692,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105705_232-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105705_670-kg_info""]",0.8435556292533875,0.7837193012237549,0.8125373125076294,0.0,0.0,0.2,0.8,0.031424056738615036,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_598 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105705_232-kg_info http://testwebsite/testProgram#Data-id_20260420105705_670-kg_info",2,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,93,gt_92,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 ?
","The closest grounded workflow step is SPARQL Query Builder (sparql query 1 1 2); used extracts, row 0, row 1; generated extracts, kg info, row 0, row 1.",0.4704081879463047,gt_92,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105705_668-kg_info
    ",0.17857142857142858,0.15151515151515152,0.16393442622950818,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105705_668-kg_info""]",0.7633227705955505,0.7734957933425903,0.7683756947517395,0.0,0.0,0.2,0.8,0.7103909850120544,1,"The closest grounded workflow step is SPARQL Query Builder (sparql query 1 1 2); used extracts, row 0, row 1; generated extracts, kg info, row 0, row 1.","Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105705_972 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105705_668-kg_info",1,1.0,1.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,94,gt_93,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 ?
",The closest grounded entity is Output port for kg_info.,0.46959710808005184,gt_93,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105710_564-kg_info
http://testwebsite/testProgram#Data-id_20260420105711_94-kg_info
    ",0.7,0.16666666666666666,0.2692307692307692,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105710_564-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105711_94-kg_info""]",0.8442120552062988,0.7880411148071289,0.8151600360870361,0.0,0.0,0.2,0.8,0.05734670162200928,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105710_61 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105710_564-kg_info http://testwebsite/testProgram#Data-id_20260420105711_94-kg_info",2,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,95,gt_94,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 ?
",The closest grounded entity is Output port for kg_info.,0.4448998268926516,gt_94,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105711_658-kg_info
    ",0.7,0.21212121212121213,0.3255813953488372,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105711_658-kg_info""]",0.8480967283248901,0.7975849509239197,0.8220657110214233,0.0,0.0,0.2,0.8,0.07689152657985687,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_320 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105711_658-kg_info",1,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,96,gt_95,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 ?
",The closest grounded entity is Output port for kg_info.,0.41929628001526,gt_95,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105711_45-kg_info
    ",0.7,0.21212121212121213,0.3255813953488372,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105711_45-kg_info""]",0.8477270007133484,0.8001341819763184,0.8232433199882507,0.0,0.0,0.2,0.8,0.07868105173110962,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_662 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105711_45-kg_info",1,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,97,gt_96,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 ?
",The closest grounded entity is Output port for kg_info.,0.42394393193535507,gt_96,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105711_547-kg_info
http://testwebsite/testProgram#Data-id_20260420105711_637-kg_info
    ",0.7,0.16666666666666666,0.2692307692307692,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105711_547-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105711_637-kg_info""]",0.8446027040481567,0.785771369934082,0.8141255974769592,0.0,0.0,0.2,0.8,0.03982199355959892,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105711_772 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105711_547-kg_info http://testwebsite/testProgram#Data-id_20260420105711_637-kg_info",2,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,98,gt_97,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 ?
",The closest grounded entity is Output port for kg_info.,0.4831947030033916,gt_97,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info
    ",0.7,0.21212121212121213,0.3255813953488372,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info""]",0.8482533693313599,0.7979447841644287,0.8223303556442261,0.0,0.0,0.2,0.8,0.07885219156742096,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105717_370 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105717_899-kg_info",1,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,99,gt_98,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 ?
",The closest grounded entity is Output port for kg_info.,0.4883083360036835,gt_98,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info
http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info
    ",0.7,0.16666666666666666,0.2692307692307692,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info""]",0.8442152142524719,0.7848771810531616,0.8134655356407166,0.0,0.0,0.2,0.8,0.05014357343316078,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105719_327 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105719_258-kg_info http://testwebsite/testProgram#Data-id_20260420105719_416-kg_info",2,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,100,gt_99,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 ?
",The closest grounded entity is Output port for kg_info.,0.47644881904125214,gt_99,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info
    ",0.7,0.21212121212121213,0.3255813953488372,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info""]",0.8496147990226746,0.7987219095230103,0.8233827352523804,0.0,0.0,0.2,0.8,0.09533664584159851,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105722_117 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105722_181-kg_info",1,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,101,gt_100,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 ?
",The closest grounded entity is Output port for kg_info.,0.4679191430332139,gt_100,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info
    ",0.7,0.21212121212121213,0.3255813953488372,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info""]",0.8493467569351196,0.7982892990112305,0.8230268955230713,0.0,0.0,0.2,0.8,0.07373761385679245,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105723_114 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105723_261-kg_info",1,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,102,gt_101,True,"
what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 ?
",The closest grounded entity is Output port for kg_info.,0.4639340719440952,gt_101,"[""multi"", ""numeric""]",{},"
    The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 is 2

    Output Data
http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info
http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info
    ",0.7,0.16666666666666666,0.2692307692307692,2,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info"", ""http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info""]",0.8453818559646606,0.7840098142623901,0.8135400414466858,0.0,0.0,0.2,0.8,0.0522107370197773,1,The closest grounded entity is Output port for kg_info.,"Question: what is the number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 ?
Answer: The number of output for the Output port for kg_info in the execution http://testwebsite/testProgram#id_20260420105727_300 is 2 Output Data http://testwebsite/testProgram#Data-id_20260420105727_306-kg_info http://testwebsite/testProgram#Data-id_20260420105727_801-kg_info",2,,0.0
llmbased,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/llmbased/exp__20260420235310/RESULTS.jsonl,103,gt_102,True,"
what is the number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 ?
",The generated answer was produced by the LLM Chat execution and then used by Information Extractor to produce extracts.,0.3905578729463741,gt_102,"[""multi"", ""numeric""]",{},"
    The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer
    ",0.3684210526315789,0.20588235294117646,0.2641509433962264,1,0,0.0,"[""http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer""]",0.7819342613220215,0.7874220013618469,0.7846685647964478,0.0,0.0,0.2,0.8,0.34384727478027344,1,The generated answer was produced by the LLM Chat execution and then used by Information Extractor to produce extracts.,"Question: what is the number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 ?
Answer: The number of output for the LLM Chat output port: generated_answer in the execution http://testwebsite/testProgram#id_20260420105659_302 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105659_338-generated_answer",1,,0.0
ours,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/results/exp__20260426134725/RESULTS.jsonl,1,gt_0,True,"
How many ""experiment execution"" are there in this?
","Based on the provided information, there are a total of 15 distinct entities that have the type `provone:Execution`. These executions represent various steps taken within the application's workflow pipeline, ranging from initial prompt generation to data extraction and final post-processing stages.",0.24235063092783093,gt_0,"[""multi"", ""numeric""]",{},The answer to the question is 15 unique executions.,0.11363636363636363,0.5555555555555556,0.18867924528301888,15,0,0.0,"[""system_prompt_execution_1_1@en^^<xsd:string>"", ""llm_chat_1_1@en^^<xsd:string>"", ""information_extraction_1_1@en^^<xsd:string>"", ""sparql_query_1_1_2@en^^<xsd:string>"", ""sparql_query_1_1_1@en^^<xsd:string>"", ""sparql_query_1_1_3@en^^<xsd:string>"", ""sparql_query_1_1_4@en^^<xsd:string>"", ""sparql_query_1_1_5@en^^<xsd:string>"", ""sparql_query_1_1_6@en^^<xsd:string>"", ""sparql_query_1_1_7@en^^<xsd:string>"", ""sparql_query_1_1_8@en^^<xsd:string>"", ""sparql_query_1_1_9@en^^<xsd:string>"", ""sparql_query_1_1_10@en^^<xsd:string>"", ""sparql_query_1_1_11@en^^<xsd:string>"", ""post_processing_1_1@en^^<xsd:string>""]",0.716833233833313,0.8789777755737305,0.7896680235862732,0.8,0.9,0.95,0.7,0.2511194348335266,1,"Based on the provided information, there are a total of 15 distinct entities that have the type `provone:Execution`. These executions represent various steps taken within the application's workflow pipeline, ranging from initial prompt generation to data extraction and final post-processing stages.","Question: How many ""experiment execution"" are there in this?
Answer: The answer to the question is 15 unique executions.",15,15.0,1.0
ours,/home/desild/work/research/LLM-Workflow-Explorer/evaluations/chatbs-base/explainer/results/exp__20260426134725/RESULTS.jsonl,89,gt_88,True,"
what is the number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 ?
","Based on the provided provenance data, there is evidence of **one** primary output associated with the post-processing stage for the program execution identified by `http://testwebsite/testProgram#id_20260420105727_835`. This conclusion is drawn from the record showing a single qualified generation event (`ChatBS-NexGen:Generation-id_20260420105727_328-post_processed_output`) and the subsequent usage of a corresponding data item (`ChatBS-NexGen:Data-id_20260420105727_858-post_processed_output`). Although the schema context defines ports, the retrieved information for this specific execution points to one distinct output artifact being generated and utilized.",83.42834361898713,gt_88,"[""multi"", ""numeric""]",{},"
    The number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 is 1

    Output Data
http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output
    ",0.2872340425531915,0.75,0.41538461538461546,1,1,1.0,[],0.7968105673789978,0.8901469707489014,0.8408966660499573,0.8,0.9,0.95,0.7,0.7766396999359131,1,"Based on the provided provenance data, there is evidence of **one** primary output associated with the post-processing stage for the program execution identified by `http://testwebsite/testProgram#id_20260420105727_835`. This conclusion is drawn from the record showing a single qualified generation event (`ChatBS-NexGen:Generation-id_20260420105727_328-post_processed_output`) and the subsequent usage of a corresponding data item (`ChatBS-NexGen:Data-id_20260420105727_858-post_processed_output`). Although the schema context defines ports, the retrieved information for this specific execution points to one distinct output artifact being generated and utilized.","Question: what is the number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 ?
Answer: The number of output for the Post-processed output port: post_processed_output in the execution http://testwebsite/testProgram#id_20260420105727_835 is 1 Output Data http://testwebsite/testProgram#Data-id_20260420105727_858-post_processed_output",1,,0.0
