run,ground_truth_id,prediction_line,expected_count,extracted_predicted_count,numeric_accuracy,reason_label,likely_scoring_false_negative,question,pred_answer_excerpt
llmbased,gt_102,103,1,8.0,0.0,retrieved or described the wrong workflow entity,no,"what is the number of output for the ""Step 8 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?","The closest grounded workflow step is Step 8 - Biomni LLM generation iteration 4 (Step 8 - generate_agent_response execution 4); used observation, Step 12 - system_prompt input for generation iteration 7 data; generated observation, response, Step 12 - system_prompt input for generation iteration 7 data, Step 8 - next_step output for generation iteration ..."
llmbased,gt_103,104,1,4.0,0.0,wrong numeric value,no,"what is the number of output for the ""Step 8 - next_step output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?",The Step 8 - next_step output for generation iteration 4 data was produced by the Step 8 - Biomni LLM generation iteration 4 execution.
llmbased,gt_104,105,1,4.0,0.0,wrong numeric value,no,"what is the number of output for the ""Step 8 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?","The response was produced by the Step 8 - Biomni LLM generation iteration 4 execution and then used by Step 9 - Biomni LLM generation iteration 5 to produce Step 12 - system_prompt input for generation iteration 7 data, Step 9 - next_step output for generation iteration 5 data, Step 9 - response output for generation iteration 5 data."
llmbased,gt_105,106,1,4.0,0.0,wrong numeric value,no,"what is the number of output for the ""Step 8 - response output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?","The response was produced by the Step 8 - Biomni LLM generation iteration 4 execution and then used by Step 9 - Biomni LLM generation iteration 5 to produce Step 12 - system_prompt input for generation iteration 7 data, Step 9 - next_step output for generation iteration 5 data, Step 9 - response output for generation iteration 5 data."
ours,gt_0,1,12,2.0,0.0,wrong total experiment count,no,"How many ""experiment execution"" are there in this?",The provenance document lists two distinct execution steps that represent the experiment executions carried out by the Biomni agent: 1. **Step 7 - code execution** (`http://testwebsite/testProgram#id_20260505001013_746`) 2. **Step 3 - user input recording** (`http://testwebsite/testProgram#id_20260505000949_654`) Each of these is an instance of `provone:E...
ours,gt_90,91,1,4.0,0.0,counted both outputs/generations instead of the requested output/port,no,"what is the number of output for the ""Step 4 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?","The ""Step 4 - next agent step output"" corresponds to the qualified generations produced by the execution `http://testwebsite/testProgram#id_20260505001006_475`. In this execution two distinct `prov:Generation` activities were recorded: 1. **Biomni:Generation-id_20260505001006_205-next_step** - generation of the next-step data. 2. **Biomni:Generation-id_20..."
ours,gt_91,92,1,4.0,0.0,"likely evaluator false negative: answer says one, extractor grabbed another number",yes,"what is the number of output for the ""Step 4 - next_step output port for generation iteration 1"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?","The execution **http://testwebsite/testProgram#id_20260505001006_475** (Step 4 - generate_agent_response iteration 1) produced exactly one output artifact on its ""next_step"" output port. This is evidenced by the presence of a single `prov:qualifiedGeneration` relationship from this execution to the generation entity **Biomni:Generation-id_20260505001006_2..."
ours,gt_92,93,1,4.0,0.0,"likely evaluator false negative: answer says one, extractor grabbed another number",yes,"what is the number of output for the ""Step 4 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?",The provenance record for execution **http://testwebsite/testProgram#id_20260505001006_475** shows two `prov:qualifiedGeneration` relationships: 1. **Biomni:Generation-id_20260505001006_205-next_step** 2. **Biomni:Generation-id_20260505001006_90-response** The second generation (`id_20260505001006_90-response`) is the one that produces the LLM-generated t...
ours,gt_94,95,1,2.0,0.0,counted both outputs/generations instead of the requested output/port,no,"what is the number of output for the ""Step 5 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?","The execution **http://testwebsite/testProgram#id_20260505001009_972** contains two distinct qualified-generation records that represent the outputs produced by Step 5 - ""next agent step output"". Each `prov:Generation` node corresponds to a separate artifact generated during this execution: 1. **Biomni:Generation-id_20260505001009_349-next_step** - the ge..."
ours,gt_95,96,1,5.0,0.0,"likely evaluator false negative: answer says one, extractor grabbed another number",yes,"what is the number of output for the ""Step 5 - next_step output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?","The execution `http://testwebsite/testProgram#id_20260505001009_972` has exactly **one** output produced on its ""Step 5 - next_step"" port for generation iteration 2, i.e., the integer literal `1`."
ours,gt_97,98,1,2.0,0.0,"likely evaluator false negative: answer says one, extractor grabbed another number",yes,"what is the number of output for the ""Step 5 - response output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?",The execution `http://testwebsite/testProgram#id_20260505001009_972` contains two output ports produced by the Generation activity of Step 5. - **Step 5 - next agent step output** (`Biomni:generate_agent_response_2-next_step`) - **Step 5 - response output port for generation iteration 2** (`Biomni:generate_agent_response_2-response`) The port identified a...
ours,gt_99,100,1,540.0,0.0,returned identifier suffix instead of count,no,"what is the number of output for the ""Step 6 - next_step output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?","The output port ""Step 6 - next_step"" for generation iteration 3 in execution `http://testwebsite/testProgram#id_20260505001011_890` corresponds to the **Generation** entity `Biomni:Generation-id_20260505001011_540-next_step`. The numeric component that identifies this output is **540**. This number can be extracted from the provenance graph where the Gene..."
ours,gt_101,102,1,6.0,0.0,"likely evaluator false negative: answer says one, extractor grabbed another number",yes,"what is the number of output for the ""Step 6 - response output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?","The ""Step 6 - response output port"" in the execution `http://testwebsite/testProgram#id_20260505001011_890` produces **one** output artifact (the LLM response). This is evidenced by the single qualified generation record for this step, namely `Biomni:Generation-id_20260505001011_622-response`, which has one `provone:hadOutPort` (`Biomni:generate_agent_res..."
ours,gt_102,103,1,8.0,0.0,"likely evaluator false negative: answer says one, extractor grabbed another number",yes,"what is the number of output for the ""Step 8 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?","The *Step 8 - next agent step* generation (Biomni:Generation-id_20260505001016_765-next_step) produces **one** output entity, namely the data item `Biomni:Data-id_20260505001016_765-next_step`. This is evidenced by the provenance record where the Generation has a single hadEntity pointing to that Data node and one hadOutPort (`Biomni:generate_agent_respon..."
vectorsimilarity,gt_0,1,12,,0.0,wrong total experiment count,no,"How many ""experiment execution"" are there in this?",There is one 'experiment execution' referenced in the retrieved objects.
vectorsimilarity,gt_86,87,1,,0.0,no answer / context missing,no,"what is the number of output for the ""Step 10 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001035_720"" ?",Insufficient information
vectorsimilarity,gt_87,88,1,10.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 10 - next_step output port for critic review 1"" in the execution ""http://testwebsite/testProgram#id_20260505001035_720"" ?",The retrieved object descriptions do not provide a numeric value for the 'Step 10 - next_step output port for critic review 1' in execution http://testwebsite/testProgram#id_20260505001035_720.
vectorsimilarity,gt_88,89,1,10.0,0.0,returned identifier suffix instead of count,no,"what is the number of output for the ""Step 10 - critic feedback output"" in the execution ""http://testwebsite/testProgram#id_20260505001035_720"" ?","The retrieved objects do not provide the value or identifier for the ""Step 10 - critic feedback output"" in the specified execution."
vectorsimilarity,gt_89,90,1,10.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 10 - critic_feedback output port for critic review 1"" in the execution ""http://testwebsite/testProgram#id_20260505001035_720"" ?","The retrieved object descriptions do not provide any information about the specific number of outputs for the ""Step 10 - critic_feedback output port for critic review 1"" in the specified execution."
vectorsimilarity,gt_90,91,1,,0.0,no answer / context missing,no,"what is the number of output for the ""Step 4 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?",Insufficient information
vectorsimilarity,gt_91,92,1,4.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 4 - next_step output port for generation iteration 1"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?",4
vectorsimilarity,gt_92,93,1,90.0,0.0,returned identifier suffix instead of count,no,"what is the number of output for the ""Step 4 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?",90
vectorsimilarity,gt_93,94,1,,0.0,no answer / context missing,no,"what is the number of output for the ""Step 4 - response output port for generation iteration 1"" in the execution ""http://testwebsite/testProgram#id_20260505001006_475"" ?",Insufficient information
vectorsimilarity,gt_94,95,1,5.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 5 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?",5
vectorsimilarity,gt_95,96,1,5.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 5 - next_step output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?","The retrieved object descriptions do not provide information about the number of outputs for the ""Step 5 - next_step output port for generation iteration 2"" in the specified execution."
vectorsimilarity,gt_96,97,1,976.0,0.0,returned identifier suffix instead of count,no,"what is the number of output for the ""Step 5 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?","The Step 5 LLM response output is identified as Biomni:Data-id_20260505001009_976-response, so the numeric part of its identifier is **976**."
vectorsimilarity,gt_97,98,1,5.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 5 - response output port for generation iteration 2"" in the execution ""http://testwebsite/testProgram#id_20260505001009_972"" ?",5
vectorsimilarity,gt_98,99,1,3.0,0.0,wrong numeric value,no,"what is the number of output for the ""Step 6 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?",3
vectorsimilarity,gt_99,100,1,6.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 6 - next_step output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?",Step 6
vectorsimilarity,gt_100,101,1,,0.0,no numeric count extracted,no,"what is the number of output for the ""Step 6 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?",Biomni:Data-id_20260505001011_622-response
vectorsimilarity,gt_101,102,1,6.0,0.0,returned/extracted the step number instead of the count,no,"what is the number of output for the ""Step 6 - response output port for generation iteration 3"" in the execution ""http://testwebsite/testProgram#id_20260505001011_890"" ?",6
vectorsimilarity,gt_102,103,1,8.0,0.0,tool/SPARQL wrapper confused numeric extraction,no,"what is the number of output for the ""Step 8 - next agent step output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?","<|channel|>final <|constrain|>JSON<|message|>{""answer"":""8""}"
vectorsimilarity,gt_103,104,1,,0.0,no numeric count extracted,no,"what is the number of output for the ""Step 8 - next_step output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?",The retrieved object descriptions do not contain any information about the specific output number for that step within the given execution.
vectorsimilarity,gt_104,105,1,949.0,0.0,returned identifier suffix instead of count,no,"what is the number of output for the ""Step 8 - LLM response output"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?",949
vectorsimilarity,gt_105,106,1,,0.0,no answer / context missing,no,"what is the number of output for the ""Step 8 - response output port for generation iteration 4"" in the execution ""http://testwebsite/testProgram#id_20260505001016_956"" ?",Insufficient information
